file_path,ll_path,cve_id,vuln_type,source
snippet4\non-vulnerable\.rs\bs_debug.rs,snippet4\non-vulnerable\.ll\bs_debug.ll,GHSA-qg5g-gv98-5ffh,unspecified,https://crates.io/crates/rustls
snippet4\non-vulnerable\.rs\key_log.rs,snippet4\non-vulnerable\.ll\key_log.ll,GHSA-qg5g-gv98-5ffh,unspecified,https://crates.io/crates/rustls
snippet4\non-vulnerable\.rs\macros.rs,snippet4\non-vulnerable\.ll\macros.ll,GHSA-qg5g-gv98-5ffh,unspecified,https://crates.io/crates/rustls
snippet4\non-vulnerable\.rs\polyfill.rs,snippet4\non-vulnerable\.ll\polyfill.ll,GHSA-qg5g-gv98-5ffh,unspecified,https://crates.io/crates/rustls
snippet4\vulnerable\.rs\uint_v.rs,snippet4\vulnerable\.ll\uint_v.ll,CVE-2021-38194,unspecified,https://crates.io/crates/ark-r1cs-std
snippet4\vulnerable\.rs\macros_v.rs,snippet4\vulnerable\.ll\macros_v.ll,CVE-2021-38194,unspecified,https://crates.io/crates/ark-r1cs-std
snippet4\non-vulnerable\.rs\uint.rs,snippet4\non-vulnerable\.ll\uint.ll,CVE-2021-38194,unspecified,https://crates.io/crates/ark-r1cs-std
snippet4\non-vulnerable\.rs\macros.rs,snippet4\non-vulnerable\.ll\macros.ll,CVE-2021-38194,unspecified,https://crates.io/crates/ark-r1cs-std
snippet4\vulnerable\.rs\export_v.rs,snippet4\vulnerable\.ll\export_v.ll,GHSA-qjrv-v6qp-x99x,unspecified,https://crates.io/crates/surrealdb
snippet4\vulnerable\.rs\tls_v.rs,snippet4\vulnerable\.ll\tls_v.ll,GHSA-qjrv-v6qp-x99x,unspecified,https://crates.io/crates/surrealdb
snippet4\vulnerable\.rs\mod_v.rs,snippet4\vulnerable\.ll\mod_v.ll,GHSA-qjrv-v6qp-x99x,unspecified,https://crates.io/crates/surrealdb
snippet4\non-vulnerable\.rs\export.rs,snippet4\non-vulnerable\.ll\export.ll,GHSA-qjrv-v6qp-x99x,unspecified,https://crates.io/crates/surrealdb
snippet4\non-vulnerable\.rs\tls.rs,snippet4\non-vulnerable\.ll\tls.ll,GHSA-qjrv-v6qp-x99x,unspecified,https://crates.io/crates/surrealdb
snippet4\non-vulnerable\.rs\mod.rs,snippet4\non-vulnerable\.ll\mod.ll,GHSA-qjrv-v6qp-x99x,unspecified,https://crates.io/crates/surrealdb
snippet4\vulnerable\.rs\mask_v.rs,snippet4\vulnerable\.ll\mask_v.ll,CVE-2022-46149,unspecified,https://crates.io/crates/capnp
snippet4\vulnerable\.rs\primitive_v.rs,snippet4\vulnerable\.ll\primitive_v.ll,CVE-2022-46149,unspecified,https://crates.io/crates/capnp
snippet4\vulnerable\.rs\units_v.rs,snippet4\vulnerable\.ll\units_v.ll,CVE-2022-46149,unspecified,https://crates.io/crates/capnp
snippet4\vulnerable\.rs\zero_v.rs,snippet4\vulnerable\.ll\zero_v.ll,CVE-2022-46149,unspecified,https://crates.io/crates/capnp
snippet4\non-vulnerable\.rs\mask.rs,snippet4\non-vulnerable\.ll\mask.ll,CVE-2022-46149,unspecified,https://crates.io/crates/capnp
snippet4\non-vulnerable\.rs\primitive.rs,snippet4\non-vulnerable\.ll\primitive.ll,CVE-2022-46149,unspecified,https://crates.io/crates/capnp
snippet4\non-vulnerable\.rs\units.rs,snippet4\non-vulnerable\.ll\units.ll,CVE-2022-46149,unspecified,https://crates.io/crates/capnp
snippet4\non-vulnerable\.rs\zero.rs,snippet4\non-vulnerable\.ll\zero.ll,CVE-2022-46149,unspecified,https://crates.io/crates/capnp
snippet4\vulnerable\.rs\macros_v.rs,snippet4\vulnerable\.ll\macros_v.ll,GHSA-qrqq-9c63-xfrg,unspecified,https://crates.io/crates/tower-http
snippet4\non-vulnerable\.rs\pin_project_cfg.rs,snippet4\non-vulnerable\.ll\pin_project_cfg.ll,GHSA-qrqq-9c63-xfrg,unspecified,https://crates.io/crates/tower-http
snippet4\non-vulnerable\.rs\macros.rs,snippet4\non-vulnerable\.ll\macros.ll,GHSA-qrqq-9c63-xfrg,unspecified,https://crates.io/crates/tower-http
snippet4\vulnerable\.rs\extensions_v.rs,snippet4\vulnerable\.ll\extensions_v.ll,CVE-2023-45812,unspecified,https://crates.io/crates/apollo-router
snippet4\vulnerable\.rs\test_v.rs,snippet4\vulnerable\.ll\test_v.ll,CVE-2023-45812,unspecified,https://crates.io/crates/apollo-router
snippet4\vulnerable\.rs\rate_v.rs,snippet4\vulnerable\.ll\rate_v.ll,CVE-2023-45812,unspecified,https://crates.io/crates/apollo-router
snippet4\non-vulnerable\.rs\extensions.rs,snippet4\non-vulnerable\.ll\extensions.ll,CVE-2023-45812,unspecified,https://crates.io/crates/apollo-router
snippet4\non-vulnerable\.rs\test.rs,snippet4\non-vulnerable\.ll\test.ll,CVE-2023-45812,unspecified,https://crates.io/crates/apollo-router
snippet4\non-vulnerable\.rs\filter.rs,snippet4\non-vulnerable\.ll\filter.ll,CVE-2023-45812,unspecified,https://crates.io/crates/apollo-router
snippet4\non-vulnerable\.rs\rate.rs,snippet4\non-vulnerable\.ll\rate.ll,CVE-2023-45812,unspecified,https://crates.io/crates/apollo-router
snippet4\vulnerable\.rs\chacha_v.rs,snippet4\vulnerable\.ll\chacha_v.ll,CVE-2021-45705,unspecified,https://crates.io/crates/nanorand
snippet4\non-vulnerable\.rs\chacha.rs,snippet4\non-vulnerable\.ll\chacha.ll,CVE-2021-45705,unspecified,https://crates.io/crates/nanorand
snippet4\non-vulnerable\.rs\mod.rs,snippet4\non-vulnerable\.ll\mod.ll,CVE-2021-45705,unspecified,https://crates.io/crates/nanorand
snippet4\non-vulnerable\.rs\linux.rs,snippet4\non-vulnerable\.ll\linux.ll,CVE-2021-45705,unspecified,https://crates.io/crates/nanorand
snippet4\non-vulnerable\.rs\windows.rs,snippet4\non-vulnerable\.ll\windows.ll,CVE-2021-45705,unspecified,https://crates.io/crates/nanorand
snippet4\vulnerable\.rs\interest_v.rs,snippet4\vulnerable\.ll\interest_v.ll,CVE-2024-27308,unspecified,https://crates.io/crates/mio
snippet4\vulnerable\.rs\net_v.rs,snippet4\vulnerable\.ll\net_v.ll,CVE-2024-27308,unspecified,https://crates.io/crates/mio
snippet4\vulnerable\.rs\mod_v.rs,snippet4\vulnerable\.ll\mod_v.ll,CVE-2024-27308,unspecified,https://crates.io/crates/mio
snippet4\vulnerable\.rs\waker_v.rs,snippet4\vulnerable\.ll\waker_v.ll,CVE-2024-27308,unspecified,https://crates.io/crates/mio
snippet4\non-vulnerable\.rs\interest.rs,snippet4\non-vulnerable\.ll\interest.ll,CVE-2024-27308,unspecified,https://crates.io/crates/mio
snippet4\non-vulnerable\.rs\future_obj.rs,snippet4\non-vulnerable\.ll\future_obj.ll,CVE-2020-35906,unspecified,https://crates.io/crates/futures-task
snippet4\vulnerable\.rs\macros_v.rs,snippet4\vulnerable\.ll\macros_v.ll,CVE-2022-36113,unspecified,https://crates.io/crates/cargo
snippet4\vulnerable\.rs\counter_v.rs,snippet4\vulnerable\.ll\counter_v.ll,CVE-2022-36113,unspecified,https://crates.io/crates/cargo
snippet4\vulnerable\.rs\lev_distance_v.rs,snippet4\vulnerable\.ll\lev_distance_v.ll,CVE-2022-36113,unspecified,https://crates.io/crates/cargo
snippet4\vulnerable\.rs\profile_v.rs,snippet4\vulnerable\.ll\profile_v.ll,CVE-2022-36113,unspecified,https://crates.io/crates/cargo
snippet4\vulnerable\.rs\queue_v.rs,snippet4\vulnerable\.ll\queue_v.ll,CVE-2022-36113,unspecified,https://crates.io/crates/cargo
snippet4\vulnerable\.rs\main_v.rs,snippet4\vulnerable\.ll\main_v.ll,CVE-2022-36113,unspecified,https://crates.io/crates/cargo
snippet4\vulnerable\.rs\main_v.rs,snippet4\vulnerable\.ll\main_v.ll,CVE-2022-36113,unspecified,https://crates.io/crates/cargo
snippet4\vulnerable\.rs\case_v.rs,snippet4\vulnerable\.ll\case_v.ll,CVE-2022-36113,unspecified,https://crates.io/crates/cargo
snippet4\vulnerable\.rs\lib_v.rs,snippet4\vulnerable\.ll\lib_v.ll,CVE-2022-36113,unspecified,https://crates.io/crates/cargo
snippet4\vulnerable\.rs\lib_v.rs,snippet4\vulnerable\.ll\lib_v.ll,CVE-2022-36113,unspecified,https://crates.io/crates/cargo
snippet4\vulnerable\.rs\lib_v.rs,snippet4\vulnerable\.ll\lib_v.ll,CVE-2022-36113,unspecified,https://crates.io/crates/cargo
snippet4\non-vulnerable\.rs\macros.rs,snippet4\non-vulnerable\.ll\macros.ll,CVE-2022-36113,unspecified,https://crates.io/crates/cargo
snippet4\non-vulnerable\.rs\counter.rs,snippet4\non-vulnerable\.ll\counter.ll,CVE-2022-36113,unspecified,https://crates.io/crates/cargo
snippet4\non-vulnerable\.rs\io.rs,snippet4\non-vulnerable\.ll\io.ll,CVE-2022-36113,unspecified,https://crates.io/crates/cargo
snippet4\non-vulnerable\.rs\lev_distance.rs,snippet4\non-vulnerable\.ll\lev_distance.ll,CVE-2022-36113,unspecified,https://crates.io/crates/cargo
snippet4\non-vulnerable\.rs\queue.rs,snippet4\non-vulnerable\.ll\queue.ll,CVE-2022-36113,unspecified,https://crates.io/crates/cargo
snippet4\non-vulnerable\.rs\main.rs,snippet4\non-vulnerable\.ll\main.ll,CVE-2022-36113,unspecified,https://crates.io/crates/cargo
snippet4\non-vulnerable\.rs\main.rs,snippet4\non-vulnerable\.ll\main.ll,CVE-2022-36113,unspecified,https://crates.io/crates/cargo
snippet4\non-vulnerable\.rs\case.rs,snippet4\non-vulnerable\.ll\case.ll,CVE-2022-36113,unspecified,https://crates.io/crates/cargo
snippet4\non-vulnerable\.rs\lib.rs,snippet4\non-vulnerable\.ll\lib.ll,CVE-2022-36113,unspecified,https://crates.io/crates/cargo
snippet4\non-vulnerable\.rs\lib.rs,snippet4\non-vulnerable\.ll\lib.ll,CVE-2022-36113,unspecified,https://crates.io/crates/cargo
snippet4\non-vulnerable\.rs\lib.rs,snippet4\non-vulnerable\.ll\lib.ll,CVE-2022-36113,unspecified,https://crates.io/crates/cargo
snippet4\vulnerable\.rs\filesystem_v.rs,snippet4\vulnerable\.ll\filesystem_v.ll,GHSA-rg2q-2jh9-447q,unspecified,https://crates.io/crates/cosmwasm-vm
snippet4\vulnerable\.rs\size_v.rs,snippet4\vulnerable\.ll\size_v.ll,GHSA-rg2q-2jh9-447q,unspecified,https://crates.io/crates/cosmwasm-vm
snippet4\non-vulnerable\.rs\filesystem.rs,snippet4\non-vulnerable\.ll\filesystem.ll,GHSA-rg2q-2jh9-447q,unspecified,https://crates.io/crates/cosmwasm-vm
snippet4\non-vulnerable\.rs\size.rs,snippet4\non-vulnerable\.ll\size.ll,GHSA-rg2q-2jh9-447q,unspecified,https://crates.io/crates/cosmwasm-vm
snippet4\vulnerable\.rs\random_v.rs,snippet4\vulnerable\.ll\random_v.ll,CVE-2020-35905,unspecified,https://crates.io/crates/futures-util
snippet4\vulnerable\.rs\window_v.rs,snippet4\vulnerable\.ll\window_v.ll,CVE-2020-35905,unspecified,https://crates.io/crates/futures-util
snippet4\non-vulnerable\.rs\random.rs,snippet4\non-vulnerable\.ll\random.ll,CVE-2020-35905,unspecified,https://crates.io/crates/futures-util
snippet4\non-vulnerable\.rs\fns.rs,snippet4\non-vulnerable\.ll\fns.ll,CVE-2020-35905,unspecified,https://crates.io/crates/futures-util
snippet4\non-vulnerable\.rs\window.rs,snippet4\non-vulnerable\.ll\window.ll,CVE-2020-35905,unspecified,https://crates.io/crates/futures-util
snippet4\vulnerable\.rs\util_v.rs,snippet4\vulnerable\.ll\util_v.ll,CVE-2019-15552,unspecified,https://crates.io/crates/libflate
snippet4\non-vulnerable\.rs\util.rs,snippet4\non-vulnerable\.ll\util.ll,CVE-2019-15552,unspecified,https://crates.io/crates/libflate
snippet4\vulnerable\.rs\macros_v.rs,snippet4\vulnerable\.ll\macros_v.ll,CVE-2025-24898,unspecified,https://crates.io/crates/openssl
snippet4\non-vulnerable\.rs\macros.rs,snippet4\non-vulnerable\.ll\macros.ll,CVE-2025-24898,unspecified,https://crates.io/crates/openssl
snippet4\vulnerable\.rs\export_v.rs,snippet4\vulnerable\.ll\export_v.ll,GHSA-rq86-9m6r-cm3g,unspecified,https://crates.io/crates/surrealdb
snippet4\vulnerable\.rs\tls_v.rs,snippet4\vulnerable\.ll\tls_v.ll,GHSA-rq86-9m6r-cm3g,unspecified,https://crates.io/crates/surrealdb
snippet4\vulnerable\.rs\mod_v.rs,snippet4\vulnerable\.ll\mod_v.ll,GHSA-rq86-9m6r-cm3g,unspecified,https://crates.io/crates/surrealdb
snippet4\non-vulnerable\.rs\export.rs,snippet4\non-vulnerable\.ll\export.ll,GHSA-rq86-9m6r-cm3g,unspecified,https://crates.io/crates/surrealdb
snippet4\non-vulnerable\.rs\tls.rs,snippet4\non-vulnerable\.ll\tls.ll,GHSA-rq86-9m6r-cm3g,unspecified,https://crates.io/crates/surrealdb
snippet4\non-vulnerable\.rs\mod.rs,snippet4\non-vulnerable\.ll\mod.ll,GHSA-rq86-9m6r-cm3g,unspecified,https://crates.io/crates/surrealdb
snippet4\vulnerable\.rs\async_seek_v.rs,snippet4\vulnerable\.ll\async_seek_v.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\vulnerable\.rs\async_write_v.rs,snippet4\vulnerable\.ll\async_write_v.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\vulnerable\.rs\read_buf_v.rs,snippet4\vulnerable\.ll\read_buf_v.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\vulnerable\.rs\atomic_u16_v.rs,snippet4\vulnerable\.ll\atomic_u16_v.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\vulnerable\.rs\atomic_u32_v.rs,snippet4\vulnerable\.ll\atomic_u32_v.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\vulnerable\.rs\atomic_u64_native_v.rs,snippet4\vulnerable\.ll\atomic_u64_native_v.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\vulnerable\.rs\atomic_usize_v.rs,snippet4\vulnerable\.ll\atomic_usize_v.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\vulnerable\.rs\rwlock_v.rs,snippet4\vulnerable\.ll\rwlock_v.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\vulnerable\.rs\unsafe_cell_v.rs,snippet4\vulnerable\.ll\unsafe_cell_v.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\vulnerable\.rs\loom_v.rs,snippet4\vulnerable\.ll\loom_v.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\vulnerable\.rs\thread_local_v.rs,snippet4\vulnerable\.ll\thread_local_v.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\vulnerable\.rs\kill_v.rs,snippet4\vulnerable\.ll\kill_v.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\vulnerable\.rs\options_v.rs,snippet4\vulnerable\.ll\options_v.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\vulnerable\.rs\defer_v.rs,snippet4\vulnerable\.ll\defer_v.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\vulnerable\.rs\lock_v.rs,snippet4\vulnerable\.ll\lock_v.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\vulnerable\.rs\reusable_box_v.rs,snippet4\vulnerable\.ll\reusable_box_v.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\vulnerable\.rs\bit_v.rs,snippet4\vulnerable\.ll\bit_v.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\vulnerable\.rs\wake_list_v.rs,snippet4\vulnerable\.ll\wake_list_v.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\non-vulnerable\.rs\async_seek.rs,snippet4\non-vulnerable\.ll\async_seek.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\non-vulnerable\.rs\async_write.rs,snippet4\non-vulnerable\.ll\async_write.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\non-vulnerable\.rs\read_buf.rs,snippet4\non-vulnerable\.ll\read_buf.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\non-vulnerable\.rs\atomic_u16.rs,snippet4\non-vulnerable\.ll\atomic_u16.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\non-vulnerable\.rs\atomic_u32.rs,snippet4\non-vulnerable\.ll\atomic_u32.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\non-vulnerable\.rs\atomic_u64_native.rs,snippet4\non-vulnerable\.ll\atomic_u64_native.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\non-vulnerable\.rs\atomic_usize.rs,snippet4\non-vulnerable\.ll\atomic_usize.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\non-vulnerable\.rs\rwlock.rs,snippet4\non-vulnerable\.ll\rwlock.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\non-vulnerable\.rs\unsafe_cell.rs,snippet4\non-vulnerable\.ll\unsafe_cell.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\non-vulnerable\.rs\loom.rs,snippet4\non-vulnerable\.ll\loom.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\non-vulnerable\.rs\thread_local.rs,snippet4\non-vulnerable\.ll\thread_local.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\non-vulnerable\.rs\kill.rs,snippet4\non-vulnerable\.ll\kill.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\non-vulnerable\.rs\options.rs,snippet4\non-vulnerable\.ll\options.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\non-vulnerable\.rs\defer.rs,snippet4\non-vulnerable\.ll\defer.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\non-vulnerable\.rs\lock.rs,snippet4\non-vulnerable\.ll\lock.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\non-vulnerable\.rs\reusable_box.rs,snippet4\non-vulnerable\.ll\reusable_box.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\non-vulnerable\.rs\bit.rs,snippet4\non-vulnerable\.ll\bit.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\non-vulnerable\.rs\wake_list.rs,snippet4\non-vulnerable\.ll\wake_list.ll,GHSA-rr8g-9fpq-6wmg,unspecified,https://crates.io/crates/tokio
snippet4\vulnerable\.rs\err_v.rs,snippet4\vulnerable\.ll\err_v.ll,CVE-2020-15254,unspecified,https://crates.io/crates/crossbeam-channel
snippet4\non-vulnerable\.rs\err.rs,snippet4\non-vulnerable\.ll\err.ll,CVE-2020-15254,unspecified,https://crates.io/crates/crossbeam-channel
snippet4\non-vulnerable\.rs\restrict.rs,snippet4\non-vulnerable\.ll\restrict.ll,GHSA-v7pc-74h8-xq2h,unspecified,https://crates.io/crates/hickory-proto
snippet4\non-vulnerable\.rs\error.rs,snippet4\non-vulnerable\.ll\error.ll,CVE-2020-28247,unspecified,https://crates.io/crates/lettre
snippet4\vulnerable\.rs\filesystem_v.rs,snippet4\vulnerable\.ll\filesystem_v.ll,GHSA-vmqh-5232-v43r,unspecified,https://crates.io/crates/cosmwasm-vm
snippet4\vulnerable\.rs\size_v.rs,snippet4\vulnerable\.ll\size_v.ll,GHSA-vmqh-5232-v43r,unspecified,https://crates.io/crates/cosmwasm-vm
snippet4\non-vulnerable\.rs\filesystem.rs,snippet4\non-vulnerable\.ll\filesystem.ll,GHSA-vmqh-5232-v43r,unspecified,https://crates.io/crates/cosmwasm-vm
snippet4\non-vulnerable\.rs\size.rs,snippet4\non-vulnerable\.ll\size.ll,GHSA-vmqh-5232-v43r,unspecified,https://crates.io/crates/cosmwasm-vm
snippet4\vulnerable\.rs\constant_time_v.rs,snippet4\vulnerable\.ll\constant_time_v.ll,CVE-2024-45311,unspecified,https://crates.io/crates/quinn-proto
snippet4\non-vulnerable\.rs\constant_time.rs,snippet4\non-vulnerable\.ll\constant_time.ll,CVE-2024-45311,unspecified,https://crates.io/crates/quinn-proto
snippet4\vulnerable\.rs\model_v.rs,snippet4\vulnerable\.ll\model_v.ll,CVE-2024-41815,unspecified,https://crates.io/crates/starship
snippet4\vulnerable\.rs\directory_v.rs,snippet4\vulnerable\.ll\directory_v.ll,CVE-2024-41815,unspecified,https://crates.io/crates/starship
snippet4\vulnerable\.rs\path_v.rs,snippet4\vulnerable\.ll\path_v.ll,CVE-2024-41815,unspecified,https://crates.io/crates/starship
snippet4\vulnerable\.rs\panic_v.rs,snippet4\vulnerable\.ll\panic_v.ll,GHSA-vxcf-c7mx-pg53,unspecified,https://crates.io/crates/pyo3
snippet4\vulnerable\.rs\version_v.rs,snippet4\vulnerable\.ll\version_v.ll,GHSA-vxcf-c7mx-pg53,unspecified,https://crates.io/crates/pyo3
snippet4\non-vulnerable\.rs\panic.rs,snippet4\non-vulnerable\.ll\panic.ll,GHSA-vxcf-c7mx-pg53,unspecified,https://crates.io/crates/pyo3
snippet4\non-vulnerable\.rs\version.rs,snippet4\non-vulnerable\.ll\version.ll,GHSA-vxcf-c7mx-pg53,unspecified,https://crates.io/crates/pyo3
snippet4\vulnerable\.rs\flowcontrol_v.rs,snippet4\vulnerable\.ll\flowcontrol_v.ll,CVE-2023-6193,unspecified,https://crates.io/crates/quiche
snippet4\vulnerable\.rs\table_v.rs,snippet4\vulnerable\.ll\table_v.ll,CVE-2023-6193,unspecified,https://crates.io/crates/quiche
snippet4\vulnerable\.rs\static_table_v.rs,snippet4\vulnerable\.ll\static_table_v.ll,CVE-2023-6193,unspecified,https://crates.io/crates/quiche
snippet4\vulnerable\.rs\minmax_v.rs,snippet4\vulnerable\.ll\minmax_v.ll,CVE-2023-6193,unspecified,https://crates.io/crates/quiche
snippet4\vulnerable\.rs\ranges_v.rs,snippet4\vulnerable\.ll\ranges_v.ll,CVE-2023-6193,unspecified,https://crates.io/crates/quiche
snippet4\non-vulnerable\.rs\flowcontrol.rs,snippet4\non-vulnerable\.ll\flowcontrol.ll,CVE-2023-6193,unspecified,https://crates.io/crates/quiche
snippet4\non-vulnerable\.rs\table.rs,snippet4\non-vulnerable\.ll\table.ll,CVE-2023-6193,unspecified,https://crates.io/crates/quiche
snippet4\non-vulnerable\.rs\static_table.rs,snippet4\non-vulnerable\.ll\static_table.ll,CVE-2023-6193,unspecified,https://crates.io/crates/quiche
snippet4\non-vulnerable\.rs\minmax.rs,snippet4\non-vulnerable\.ll\minmax.ll,CVE-2023-6193,unspecified,https://crates.io/crates/quiche
snippet4\vulnerable\.rs\mod_v.rs,snippet4\vulnerable\.ll\mod_v.ll,GHSA-w3vw-ccc5-qr8v,unspecified,https://crates.io/crates/tss-esapi
snippet4\non-vulnerable\.rs\mod.rs,snippet4\non-vulnerable\.ll\mod.ll,GHSA-w3vw-ccc5-qr8v,unspecified,https://crates.io/crates/tss-esapi
snippet4\non-vulnerable\.rs\desktop_env.rs,snippet4\non-vulnerable\.ll\desktop_env.ll,GHSA-w5w5-8vfh-xcjq,unspecified,https://crates.io/crates/whoami
snippet4\non-vulnerable\.rs\language.rs,snippet4\non-vulnerable\.ll\language.ll,GHSA-w5w5-8vfh-xcjq,unspecified,https://crates.io/crates/whoami
snippet4\non-vulnerable\.rs\platform.rs,snippet4\non-vulnerable\.ll\platform.ll,GHSA-w5w5-8vfh-xcjq,unspecified,https://crates.io/crates/whoami
snippet4\non-vulnerable\.rs\result.rs,snippet4\non-vulnerable\.ll\result.ll,GHSA-w5w5-8vfh-xcjq,unspecified,https://crates.io/crates/whoami
snippet4\vulnerable\.rs\extensions_v.rs,snippet4\vulnerable\.ll\extensions_v.ll,CVE-2023-41317,unspecified,https://crates.io/crates/apollo-router
snippet4\vulnerable\.rs\coprocessor_test_v.rs,snippet4\vulnerable\.ll\coprocessor_test_v.ll,CVE-2023-41317,unspecified,https://crates.io/crates/apollo-router
snippet4\vulnerable\.rs\rate_v.rs,snippet4\vulnerable\.ll\rate_v.ll,CVE-2023-41317,unspecified,https://crates.io/crates/apollo-router
snippet4\non-vulnerable\.rs\extensions.rs,snippet4\non-vulnerable\.ll\extensions.ll,CVE-2023-41317,unspecified,https://crates.io/crates/apollo-router
snippet4\non-vulnerable\.rs\coprocessor_test.rs,snippet4\non-vulnerable\.ll\coprocessor_test.ll,CVE-2023-41317,unspecified,https://crates.io/crates/apollo-router
snippet4\non-vulnerable\.rs\rate.rs,snippet4\non-vulnerable\.ll\rate.ll,CVE-2023-41317,unspecified,https://crates.io/crates/apollo-router
snippet4\vulnerable\.rs\macros_v.rs,snippet4\vulnerable\.ll\macros_v.ll,CVE-2021-45707,unspecified,https://crates.io/crates/nix
snippet4\vulnerable\.rs\mod_v.rs,snippet4\vulnerable\.ll\mod_v.ll,CVE-2021-45707,unspecified,https://crates.io/crates/nix
snippet4\non-vulnerable\.rs\macros.rs,snippet4\non-vulnerable\.ll\macros.ll,CVE-2021-45707,unspecified,https://crates.io/crates/nix
snippet4\non-vulnerable\.rs\mod.rs,snippet4\non-vulnerable\.ll\mod.ll,CVE-2021-45707,unspecified,https://crates.io/crates/nix
snippet4\vulnerable\.rs\macros_v.rs,snippet4\vulnerable\.ll\macros_v.ll,CVE-2023-34460,unspecified,https://crates.io/crates/tauri
snippet4\non-vulnerable\.rs\macros.rs,snippet4\non-vulnerable\.ll\macros.ll,CVE-2023-34460,unspecified,https://crates.io/crates/tauri
snippet4\vulnerable\.rs\aead_macros_v.rs,snippet4\vulnerable\.ll\aead_macros_v.ll,CVE-2019-25002,unspecified,https://crates.io/crates/sodiumoxide
snippet4\vulnerable\.rs\auth_macros_v.rs,snippet4\vulnerable\.ll\auth_macros_v.ll,CVE-2019-25002,unspecified,https://crates.io/crates/sodiumoxide
snippet4\vulnerable\.rs\auth_state_macros_v.rs,snippet4\vulnerable\.ll\auth_state_macros_v.ll,CVE-2019-25002,unspecified,https://crates.io/crates/sodiumoxide
snippet4\vulnerable\.rs\hash_macros_v.rs,snippet4\vulnerable\.ll\hash_macros_v.ll,CVE-2019-25002,unspecified,https://crates.io/crates/sodiumoxide
snippet4\vulnerable\.rs\argon2_macros_v.rs,snippet4\vulnerable\.ll\argon2_macros_v.ll,CVE-2019-25002,unspecified,https://crates.io/crates/sodiumoxide
snippet4\vulnerable\.rs\stream_macros_v.rs,snippet4\vulnerable\.ll\stream_macros_v.ll,CVE-2019-25002,unspecified,https://crates.io/crates/sodiumoxide
snippet4\vulnerable\.rs\newtype_macros_v.rs,snippet4\vulnerable\.ll\newtype_macros_v.ll,CVE-2019-25002,unspecified,https://crates.io/crates/sodiumoxide
